TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,10,Exterior Facade - Elevations #18 - 21,Window Sills Contaminated with ACM Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU2263MN24,09/24/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1405,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #5",Residence,1051954,01632,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,18,Exterior Facade - Elevations #1 - 16,Bricks Contaminated with ACM Caulking,8,Square Feet,Removal,Exterior Vertical Surface,40.791797,-73.948703,11,8,166,1016320001,East Harlem South
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,13th,Northeast Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,14th,Apt. 14H/A - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU1185QN24,01/08/2025 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,50-14,31st Avenue,Queens,11377,"NYCHA 2413067 Woodside, Bld. #5",Residence,4431005,00738,0050,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,"Airtek Environmental, LLC",No,5,"Exterior Facade - Elevations #5, 6",Bricks Contaminated with ACM Tar / Flashing,24,Square Feet,Removal,Exterior Vertical Surface,40.757312,-73.908534,1,26,163,4007380050,Astoria
TRU6110BX18,10/31/2018 12:00:00 AM,10/12/2019 12:00:00 AM,Postponed,No,550,East 147th Street,Bronx,10455,Bldg. #13,Residence,2116543,02272,0119,,,,New York City Housing Authority (NYCHA),NTM Enterprises LLC,Abe Environmental Testing and Consulting Inc,No,Roof,"Guard rail post base, vents and drains",Flashing materials,125,Square Feet,Removal,Exterior Foam,40.81296,-73.913761,1,8,43,2022720119,Mott Haven-Port Morris
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,4,Exterior Facade - Elevations #2,Window Sills Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU0273BK25,03/03/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,111,Bridge Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #9",Residence,3325906,00068,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,10,Exterior Facade - Elevations #26 - 40,Bricks Contaminated with ACM Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.701003,-73.984784,2,35,23,3000680001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU0701BK24,05/06/2024 12:00:00 AM,04/10/2025 12:00:00 AM,Postponed,No,2820,West 32 Street,Brooklyn,11224,Bldg SG-5-Coney Island Houses GR 1904063,Residence,3321616,07007,0001,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.","The Saban Engineering Group, Inc.",No,Cellar,Tank Room,Tank Insulation,681,Square Feet,Removal,Full Containment,40.576325,-73.998798,13,47,328,3070070001,Seagate-Coney Island
TRU1988BK24,01/27/2025 12:00:00 AM,09/25/2025 12:00:00 AM,Postponed,No,235,Hoyt Street,Brooklyn,11217,Gowanus Houses Building#11,Residence,3336072,00404,0001,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.",Genesis Environmental Consultants Inc.,No,Ground Fl.,Exterior Facade,Window Louver Caulking,5,Square Feet,Removal,Exterior Vertical Surface,40.683182,-73.990074,6,33,71,3004040001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU3058MN24,01/28/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,177,Nagle Avenue,Manhattan,10034,Dyckman Houses Bldg.#1,Residence,1080027,02216,0001,,,,New York City Housing Authority (NYCHA),Zoria Housing LLC,"Airtek Environmental, LLC",No,11 - 14,Exterior Façade Elevations #9 - 18,Contaminated Shelf Angle as ACM,648,Square Feet,Removal,Exterior Vertical Surface,40.861686,-73.92446,12,10,299,1022160001,Marble Hill-Inwood
TRU3055MN24,02/07/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,213,Nagle Avenue,Manhattan,10034,Dyckman Houses Bldg.#5,Residence,1080031,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,9,Exterior Façade Elevation # 36,Exterior Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.862251,-73.922916,12,10,299,1022160001,Marble Hill-Inwood
TRU1599BX24,01/27/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,1670,Watson Avenue,Bronx,10472,NYCHA Sotomayor HousesBld. #7,Residence,2092791,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,1 to 7,"Exterior Façade Elevations #1,3,4,5",Exterior Window Frame Caulking,136,Square Feet,Removal,Exterior Vertical Surface,40.827017,-73.871242,9,18,44,2037230001,Soundview-Bruckner
TRU0189BK25,02/13/2025 12:00:00 AM,02/04/2026 12:00:00 AM,Postponed,No,30,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #1",Residence,3339436,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,2,Exterior Facade - Elevations #18 - 24,Tar / Flashing at Lintel,15,Square Feet,Removal,Exterior Vertical Surface,40.671149,-73.909708,16,41,906,3034890001,Brownsville
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,18th,North Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0318BK25,03/05/2025 12:00:00 AM,02/20/2026 12:00:00 AM,Postponed,No,237,Nassau Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #1",Residence,3325918,00090,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,10,Exterior Facade - Elevations #26 - 40,Bricks Contaminated with ACM Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.698343,-73.982203,2,35,23,3000900001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU2263MN24,09/24/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1405,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #5",Residence,1051954,01632,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #1 - 16,Window Caulking,7,Square Feet,Removal,Exterior Vertical Surface,40.791797,-73.948703,11,8,166,1016320001,East Harlem South
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,4th,Apt. 4H/A - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU0148BX25,02/26/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1372,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #9",Residence,2092085,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,17,Exterior Facade - Elevations #4,Window Sills Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.834554,-73.905063,3,16,14701,2029100001,Claremont-Bathgate
TRU3049MN24,02/14/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3784,10th. Avenue,Manhattan,10034,Dyckman Houses Bldg.#7,Residence,1080033,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,2,Exterior Facade Elevation #13,Contaminated Brick as ACM,27,Square Feet,Removal,Exterior Vertical Surface,40.861412,-73.92117,12,10,299,1022160001,Marble Hill-Inwood
TRU2623MN24,11/11/2024 12:00:00 AM,10/27/2025 12:00:00 AM,Postponed,No,195,Nagle Avenue,Manhattan,10034,NYCHA Dyckman Houses Bldg 3,Residence,1080029,02216,0001,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,4,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.861982,-73.92365,12,10,299,1022160001,Marble Hill-Inwood
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,17,Exterior Facade - Elevations #2,Bricks Contam. with ACM Tar / Flashing at Spandrel,63,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #1 - 4,Window Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU0146BX25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3673,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #10",Residence,2092079,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,15,"Exterior Facade - Elevations #4,5",Window Sill Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.834833,-73.903646,3,16,14701,2029100001,Claremont-Bathgate
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,5th,Northeast Façade,Exterior Window Frame Caulking,18,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU1186QN24,11/18/2024 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,50-04,31st Avenue,Queens,11377,"NYCHA 2413067 Woodside, Bld. #2",Residence,4431004,00738,0050,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,"Airtek Environmental, LLC",No,2,Exterior Facade - Elevations #1 - 28,Tar / Flashing at Lintel,8,Square Feet,Removal,Exterior Vertical Surface,40.757482,-73.908913,1,26,163,4007380050,Astoria
TRU3056MN24,02/04/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3736,10th. Avenue,Manhattan,10034,Dyckman Bldg.#4,Residence,1080030,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,14,Exterior Façade Elevations #1 - 4,Contaminated Window Sill as ACM,18,Square Feet,Removal,Exterior Vertical Surface,40.860063,-73.922148,12,10,299,1022160001,Marble Hill-Inwood
TRU0147BX25,03/04/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3603,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #6",Residence,2092082,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,14,Exterior Facade - Elevations #8,Bricks Contaminated with ACM Tar / Flashing,15,Square Feet,Removal,Exterior Vertical Surface,40.83308,-73.904809,3,16,14701,2029100001,Claremont-Bathgate
TRU2945MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,95,Old Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084130,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,15th,South Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.818146,-73.955374,9,7,219,1019840001,Manhattanville
TRU2666MN24,01/06/2025 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,2155,Madison Avene,Manhattan,10037,"Lincoln Houses, Building 7.",Residence,1081121,01757,0020,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,Main Roof,Parapet Walls,Vapor Barrier under Terracotta Coping,538,Square Feet,Removal,Exterior Vertical Surface,,,,,,,
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,3rd,Apt. 3D/E - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2622MN24,11/11/2024 12:00:00 AM,10/27/2025 12:00:00 AM,Postponed,No,3736,10th Avenue,Manhattan,10034,NYCHA Dyckman Houses Bldg 4,Residence,1080030,02216,0001,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,4,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.860063,-73.922148,12,10,299,1022160001,Marble Hill-Inwood
TRU2261BK24,02/04/2025 12:00:00 AM,11/11/2025 12:00:00 AM,Postponed,No,470,DeKalb Avenue,Brooklyn,11205,"NYCHA -Lafayette Houses, Bld. #3",Residence,3346319,01938,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,5,Exterior Façade Elevation # 9,Contaminated Brick as ACM,27,Square Feet,Removal,Exterior Vertical Surface,40.690588,-73.958131,3,35,233,3019380001,Bedford
TRU3093MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,220,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 12,Residence,1081514,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,3rd,Apt. 3D/E - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813142,-73.946537,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU0765BX20,01/11/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Postponed,No,1670,Watson Ave,Bronx,10472,"Sotomayor Houses, Bldg 7, Contract # RF1703090",Residence,2092789,03723,0001,,,,New York City Housing Authority (NYCHA),"S & N Builders, Inc.",Genesis Environmental Consultants Inc.,No,5th,Exterior Facade Elevations:1 to 20,Window caulking,136,Square Feet,Removal,Exterior Vertical Surface,40.827017,-73.871242,9,18,44,2037230001,Soundview-Bruckner
TRU2445BK24,01/29/2025 12:00:00 AM,12/09/2025 12:00:00 AM,Postponed,No,393,Dumont Avenue,Brooklyn,11212,"NYCHA Van Dyke, Bld. #12",Residence,3328045,03777,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,8-10,Exterior Façade Elevation #3,Exterior Window Caulking,4,Square Feet,Removal,Exterior Vertical Surface,40.664767,-73.904901,16,41,910,3037770001,Brownsville
TRU3056MN24,02/04/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3736,10th. Avenue,Manhattan,10034,Dyckman Bldg.#4,Residence,1080030,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,11 - 14,Exterior Façade Elevations #9 - 18,Contaminated Shelf Angle as ACM,648,Square Feet,Removal,Exterior Vertical Surface,40.860063,-73.922148,12,10,299,1022160001,Marble Hill-Inwood
TRU0597BK23,04/07/2023 12:00:00 AM,03/29/2024 12:00:00 AM,Postponed,No,617,East 108th Street,Brooklyn,11236,"NYCHA Breukelen, Bld. #23 - Contract RF1625124",Residence,3331298,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,4TH,Exterior Façade  Elevation #1 - 24,Window Sills Contaminated with ACM Caulking,30,Square Feet,Removal,Exterior Vertical Surface,40.651682,-73.895626,18,42,982,3081580001,Canarsie
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,5th,Apt. 5A/B - Bathroom,Concealed Vertical Pipe Insulation,20,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2263MN24,09/24/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1405,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #5",Residence,1051954,01632,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #1 - 16,Window Caulking,6,Square Feet,Removal,Exterior Vertical Surface,40.791797,-73.948703,11,8,166,1016320001,East Harlem South
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,6,Exterior Facade - Elevations #2,Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU1886BK24,10/01/2024 12:00:00 AM,09/08/2025 12:00:00 AM,Postponed,No,393,Dumont Avenue,Brooklyn,11212,"NYCHA Van Dyke, Bld. #12",Residence,3328045,03777,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Airtek Environmental Corp.,No,14th,Parapet Wall  Base,Contaminated Brick @ Spandrel/Shelf Angle,1756,Square Feet,Removal,Exterior Vertical Surface,40.664767,-73.904901,16,41,910,3037770001,Brownsville
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #1,Window Sill Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,19th,Southwest Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0273BK25,03/03/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,111,Bridge Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #9",Residence,3325906,00068,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,7,Exterior Facade - Elevations #1 - 13,Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.701003,-73.984784,2,35,23,3000680001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU1599BX24,01/27/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,1670,Watson Avenue,Bronx,10472,NYCHA Sotomayor HousesBld. #7,Residence,2092791,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,3,"Exterior Façade Elevations #1,4,5",Lintel Membrane/Mastic,60,Square Feet,Removal,Exterior Vertical Surface,40.827017,-73.871242,9,18,44,2037230001,Soundview-Bruckner
TRU1456MN20,09/15/2020 12:00:00 AM,08/25/2021 12:00:00 AM,Postponed,No,856,EAST 6TH STREET,Manhattan,10009,GR1700529 LILLIAN WALD BUILDING # 18,Residence,1082815,00356,0001,,,,New York City Housing Authority (NYCHA),"ETS Contracting, Inc.",Genesis Environmental Consultants Inc.,No,1ST FLOOR,SHOP ROOM,FLOOR TILES / MASTIC,1400,Square Feet,Removal,Interior Foam,40.722356,-73.976579,3,2,20,1003560001,Lower East Side
